N_unmapped	868247	868247	868247
N_multimapping	4240944	4240944	4240944
N_noFeature	23564976	102689568	24755648
N_ambiguous	4637457	92086	1412261
ENSSSCG00000028996	0	0	0
ENSSSCG00000005267	3662	9	3653
ENSSSCG00000005268	0	0	0
ENSSSCG00000005269	57	0	57
ENSSSCG00000031382	1174	30	1144
ENSSSCG00000005271	6751	10	6741
ENSSSCG00000005272	37	2	37
ENSSSCG00000005273	7764	11	7755
ENSSSCG00000045514	0	0	0
ENSSSCG00000023520	34	32	2
ENSSSCG00000057774	2	0	2
ENSSSCG00000037277	1274	15	1259
ENSSSCG00000005277	588	2	586
ENSSSCG00000039009	105	52	53
ENSSSCG00000060679	0	0	0
ENSSSCG00000005279	0	0	0
ENSSSCG00000005282	11050	16	11034
ENSSSCG00000004361	5	0	5
ENSSSCG00000004349	5377	12	5365
ENSSSCG00000004272	1986	0	1986
ENSSSCG00000037594	33199	119	34750
ENSSSCG00000044472	3	0	3
ENSSSCG00000004261	0	0	0
ENSSSCG00000050732	0	1670	0
ENSSSCG00000004351	4375	12	4363
ENSSSCG00000004262	1448	3	1445
ENSSSCG00000038757	884	46	838
ENSSSCG00000004353	6096	27	6069
ENSSSCG00000005284	132	33	99
ENSSSCG00000050902	2	2	0
ENSSSCG00000004263	3136	1	3142
ENSSSCG00000021802	3016	3	3013
ENSSSCG00000031105	419	2	417
ENSSSCG00000004354	0	0	0
ENSSSCG00000004355	2	0	2
ENSSSCG00000034919	0	0	0
ENSSSCG00000023834	191	198	0
ENSSSCG00000032533	9	9	0
ENSSSCG00000031854	0	0	0
ENSSSCG00000025941	46691	34	46657
ENSSSCG00000004356	0	0	0
ENSSSCG00000030268	16419	57	16362
ENSSSCG00000027002	445	71	465
ENSSSCG00000004243	6	1	5
ENSSSCG00000005266	65	0	65
ENSSSCG00000004246	893	7	889
ENSSSCG00000004247	1275	538	740
ENSSSCG00000004249	9483	8	9475
ENSSSCG00000005288	4752	6	4746
ENSSSCG00000035934	773	0	773
ENSSSCG00000044405	393	393	0
ENSSSCG00000062089	112	112	0
ENSSSCG00000005036	20	4	16
ENSSSCG00000004241	0	0	0
ENSSSCG00000005037	9136	16	9120
ENSSSCG00000004242	15	0	15
ENSSSCG00000035799	8	8	0
ENSSSCG00000044458	0	0	0
ENSSSCG00000005291	160	0	160
ENSSSCG00000005038	7356	34	7322
ENSSSCG00000028308	0	0	0
ENSSSCG00000004245	0	0	0
ENSSSCG00000033805	8	1	7
ENSSSCG00000037497	3	0	3
ENSSSCG00000033763	1732	0	1732
ENSSSCG00000004344	1019	68	1045
ENSSSCG00000005286	1805	0	1805
ENSSSCG00000004274	16	1	15
ENSSSCG00000005039	2655	31	2736
ENSSSCG00000005040	2025	225	1912
ENSSSCG00000004250	0	0	0
ENSSSCG00000005287	113	0	113
ENSSSCG00000005041	0	0	0
ENSSSCG00000020885	3439	13	3426
ENSSSCG00000058846	2	1	1
ENSSSCG00000004252	0	0	0
